paragraph_start_line,kind,sentence
1976,narrative,Quantity Value / shape Meaning \\
1978,quantitative,Registered FaceScape topology 26317 vertices Source dataset topology before nasal ROI extraction.
1978,quantitative,\\ Nasal ROI vertices V=3934 Vertices predicted by the sparse-to-dense deformation engine.
1978,quantitative,\\ Strict scored free vertices 3925=3934-9 ROI vertices excluding the nine hard-fixed landmark controls.
1978,quantitative,\\ Dense displacement output 3934 3=11802 Flattened dense ROI displacement vector.
1978,quantitative,\\ Sparse controls 9 3=27 Nine nasal landmark displacement vectors.
1978,quantitative,\\ Source-PCA basis 64 11802 Train-only source identity basis; coefficient dimension 64.
1978,quantitative,\\ Delta-PCA basis 16 11802 Observation code for the CVAE posterior during training.
1978,quantitative,\\ Condition vector 27+64=91 Sparse controls concatenated with the source-PCA code.
1978,quantitative,"\\ Condition standardisation (1,91) mean and std Train-pair z-score reused unchanged for validation/test."
1978,quantitative,"\\ Static vertex feature 3+3+9=15 Normalised coordinates, vertex normals, and distances to nine landmarks."
1978,narrative,\\ Sub-unit features Disabled The model does not use one-hot anatomical sub-unit features.
1978,quantitative,\\ Train / validation / test pairs 870 / 4830 / 9900 Ordered-pair counts in the result package.
1996,narrative,The interactive prototype has no target identity and no dense ground-truth displacement field: the user chooses an edit through the semantic controls and Rhinoform renders the resulting morphology preview.
1996,narrative,"Quantitative evaluation, however, requires a measurable dense target."
1996,narrative,"Supervised benchmark examples are therefore constructed from ordered pairs of registered FaceScape identities: for a source identity i and a distinct target identity j, the dense benchmark target is D_i j= T^(j)- S^(i), exactly the quantity of , and the benchmark control vector c_i j collects the nine target-minus-source landmark displacements of ."
1996,narrative,The target identity is used only to define ground truth for evaluation; it is never treated as a surgical outcome for the source identity.
2010,narrative,"At run time the same learned map is applied to a user-supplied control vector,"
2013,narrative,"f:\; (S^(i),c_user) D_user ,"
2019,narrative,"for which no dense ground truth exists, so free-form user edits cannot be scored by RMSE."
2019,narrative,"The identity-pair benchmark is what makes deformation engines comparable under measurable conditions, while the prototype uses the selected engine for interactive personalised previews with geometric reliability indicators. visualises the task."
2025,quantitative,"rfredrawindex6 Fig 4.1 --- Task geometry and nine-landmark protocol on audited data (REDRAW; replaces fig\_5\_1\_source\_target\_landmark\_displacement.pdf, absorbs new-paper verified spatial reference, 2 1) Claim: the control signal is extremely sparse (27 scalars) while the output is dense (11,802 unknowns); grounds the conceptual Fig (a) on audited FaceScape data (RQ1).\\ Style: Abrar-Rashid qualitative panel---rendered meshes with overlays, shared colourbar.\\ Composition: 1 3: (a) frontal view of the ROI with the nine landmarks numbered 27--35 (green dots + labels; four midline, five nasal-base); (b) profile view, same layout; (c) per-vertex ground-truth displacement magnitude heat map for one deterministic source--target pair (blue red colormap + colourbar).\\ Data: landmark layout audited against REPO/demo/public/bundle/head\_mean.json (roi\_landmarks\_local); displacement field from a deterministic pair of the evaluation split in REPO/results/rbsr\_final\_rerun\_holdout\_v1/."
